,Title,PublishedDate,Views,Likes,Comments,Description,Month,Channel
24,The Man Who Murdered his entire family... | The Case of The Jones Family,2023-01-30,762892,33243,2866,"When mother of four Casei Jones disappeared from her home in Florida, friends and family had no idea to what to make of it… But when all four children disappeared in the weeks and months after, it became obvious that something truly terrible had happened… 

➤ Patreon: https://www.patreon.com/coffeehousecrime 
➤ Instagram: https://www.instagram.com/coffeehousecrime/
➤ Twitter: https://twitter.com/coffeehcrime
➤ Facebook: https://www.facebook.com/coffeehousecrime
➤ Animated Background by Featherwax Studio: https://featherwax.com

00:00 Intro
01:07 Summerfield, Florida
02:14 Michael Jones
03:58 Casei Jones
05:09 The Jones Family...
06:51 66 days...
11:25 BODYCAM FOOTAGE
13:47 An awful discovery
16:37 Tracing footsteps
19:10 Legal Proceedings
23:04 Wrapping up...
24:30 Outro

DISCLAIMER: Great effort is made to ensure all materials in Coffeehouse Crime's videos fall within the guidelines of fair use. No copyright infringement is intended. If you are or represent the copyright owner of any materials accidentally used in this video and have an issue with its use, please contact me, and I will respond as soon as possible.",Jan,Coffeehouse Crime
25,The OnlyFans Model who became a Killer... | The Case of Courtney Clenney,2023-01-26,2369623,74760,14526,"Fame, fortune, and success... Courtney Clenney had it all. But after years of terrible behaviour, one fateful evening would leave Courtney behind bars and her partner Christian Obumseli dead. And a mountain of evidence left behind painted a very concerning picture...

➤ Patreon: https://www.patreon.com/coffeehousecrime 
➤ Instagram: https://www.instagram.com/coffeehousecrime/
➤ Twitter: https://twitter.com/coffeehcrime
➤ Facebook: https://www.facebook.com/coffeehousecrime
➤ Animated Background by Featherwax Studio: https://featherwax.com

00:00 Intro
01:35 Miami
02:39 The Growth of Courtney Clenney
05:56 Christian ""Toby"" Obsumseli
07:26 A Crumbling relationship...
08:29 July 2021, BODYCAM FOOTAGE
11:00 Moving to Miami
12:30 WE IN MIAMI PODCAST
13:12 Amplified behaviour...
14:50 Heartbroken messages left behind
16:50 More disputes...
18:38 BODYCAM FOOTAGE
22:59 911 CALL
24:12  April 3rd 2022
25:25 INTERROGATION FOOTAGE Pt. 1
26:53 Courtney's story
28:33 INTERROGATION FOOTAGE Pt. 2
33:31 Aftermath, and let go...
37:02 Arrested...
38:17 Medical Examiner's Observations
40:02 Other media
41:20 Legal proceedings...
42:58 Wrapping up, remembering Christian...
44:27 Outro

DISCLAIMER: Great effort is made to ensure all materials in Coffeehouse Crime's videos fall within the guidelines of fair use. No copyright infringement is intended. If you are or represent the copyright owner of any materials accidentally used in this video and have an issue with its use, please contact me, and I will respond as soon as possible.",Jan,Coffeehouse Crime
26,"The 3 teachers that became a DEATHLY trio | The Wieambilla Shootings, 2022",2023-01-18,846065,37271,4616,"Once respected teachers, all three members of the Train Family became obsessed with conspiracy theories and sovereign citizenship. But what were the warning signs, and how did this escalate into becoming one of Australia's worst killings in modern-day history?

➤ Patreon: https://www.patreon.com/coffeehousecrime 
➤ Instagram: https://www.instagram.com/coffeehousecrime/
➤ Twitter: https://twitter.com/coffeehcrime
➤ Facebook: https://www.facebook.com/coffeehousecrime
➤ Animated Background by Featherwax Studio: https://featherwax.com

00:00 Intro
01:39 Chinchilla, QLD
03:27 Gareth and Nathaniel Train
05:22 Stacey Train
06:30 Teacher Train Love Triangle...
08:42 Conspiracy Theories 
11:10 Disappearance
13:22 December 12th, 2022
16:45 [SERT COMMS]
18:27 Aftermath
19:29 Rachal Mccrow, Matthew Arnold, Alan Dare, Randall Kirk, Keely Brough
21:18 History and shadows 
25:08 Wisdom, learning, remembering...
28:11 Outro

DISCLAIMER: Great effort is made to ensure all materials in Coffeehouse Crime's videos fall within the guidelines of fair use. No copyright infringement is intended. If you are or represent the copyright owner of any materials accidentally used in this video and have an issue with its use, please contact me, and I will respond as soon as possible.",Jan,Coffeehouse Crime
27,She MURDERED her stepfather after discovering his horrific secret...,2023-01-12,979708,40887,7821,"Multi-millionaire Jade Janks had a close bond with her stepfather. But within seconds, after one shocking discovery, that feeling of love and care turned into disgust and anger... So much so, that she would murder him for it...

➤ Patreon: https://www.patreon.com/coffeehousecrime 
➤ Instagram: https://www.instagram.com/coffeehousecrime/
➤ Twitter: https://twitter.com/coffeehcrime
➤ Facebook: https://www.facebook.com/coffeehousecrime
➤ Animated Background by Featherwax Studio: https://featherwax.com

00:00 Intro
01:14 California
02:22 Jade Janks
05:05 Thomas Merriman & Jade Janks
06:30 New Year's Day, 2021
08:24 Investigating...
09:40 A shocking discovery...
11:52 Murderous actions
14:15 Legal proceedings
15:52 Trial footage
17:29 Legal proceedings
19:12 Sentencing, wrapping up
21:15 Outro

DISCLAIMER: Great effort is made to ensure all materials in Coffeehouse Crime's videos fall within the guidelines of fair use. No copyright infringement is intended. If you are or represent the copyright owner of any materials accidentally used in this video and have an issue with its use, please contact me, and I will respond as soon as possible.",Jan,Coffeehouse Crime
28,The EVIL Love Triangle Murder Plot that killed BOTH men...,2023-01-09,1311371,46865,3473,"When Biannca Edmunds plotted to murder her former husband with her new one, she had no idea that it would end with both men dying. And the long trail of clues left in the aftermath painted a very horrific and shocking story... 

➤ Patreon: https://www.patreon.com/coffeehousecrime 
➤ Instagram: https://www.instagram.com/coffeehousecrime/
➤ Twitter: https://twitter.com/coffeehcrime
➤ Facebook: https://www.facebook.com/coffeehousecrime
➤ Animated Background by Featherwax Studio: https://featherwax.com

00:00 Intro
01:52 Shepparton, Australia
03:36 Biannca Edmunds & Michael Caposiena
04:47 A new man...
07:30 Plotting vengance...
08:29 March 12th, 2016
10:15 Biannca's and Michael's plan...
13:10 PHONECALL 
16:19 Leading up to the crime...
19:59 News report
20:55 INTERROGATION 1
24:19 Catching a killer
25:45 INTERROGATION 2
28:26 Legal proceedings
32:59 Wrapping up
33:58 Outro

DISCLAIMER: Great effort is made to ensure all materials in Coffeehouse Crime's videos fall within the guidelines of fair use. No copyright infringement is intended. If you are or represent the copyright owner of any materials accidentally used in this video and have an issue with its use, please contact me, and I will respond as soon as possible.",Jan,Coffeehouse Crime
29,The Disturbing Killer who Murdered those closest to him...,2022-12-30,898468,40096,3513,"Use code COFFEEHOUSECRIME for $20 off your first SeatGeek order. https://seatgeek.onelink.me/RrnK/COFFEEHOUSECRIME True Crime: Dustin Duthie's troubled behaviour throughout his childhood was enough to concern his family and those around him - but nobody expected the actions he would take at the age of twenty-five, which left those closest to him dead. 

➤ Patreon: https://www.patreon.com/coffeehousecrime 
➤ Instagram: https://www.instagram.com/coffeehousecrime/
➤ Twitter: https://twitter.com/coffeehcrime
➤ Facebook: https://www.facebook.com/coffeehousecrime
➤ Animated Background by Featherwax Studio: https://featherwax.com

00:00 Intro
02:42 Coffee... Welcome to...
04:35 Dustin Duthie's troubling history...
07:50 Taylor Toller
09:30 Artificial growth...
11:13 July 31st, 2018
12:23 911 PHONECALL
14:13 Aftermath, crimescene
17:39 911 PHONECALL
18:55 Legal proceedings
21:34 Remembering Taylor, Shawn and Alan
23:30 Special messages, outro

DISCLAIMER: Great effort is made to ensure all materials in Coffeehouse Crime's videos fall within the guidelines of fair use. No copyright infringement is intended. If you are or represent the copyright owner of any materials accidentally used in this video and have an issue with its use, please contact me, and I will respond as soon as possible.",Dec,Coffeehouse Crime
30,How CCTV Caught a Killer | The Harrowing Story of Jackie Vandagriff,2022-12-26,814834,35965,2533,"True Crime: When student Jackie Vandagriff walked into a bar, she had no idea that the man approaching her, Charles Bryant, had murderous intentions. He had previously been arrested for stalking and harassment charges against his ex-girlfriend, but even this was not enough to stop him and his troubling behaviour.

➤ Patreon: https://www.patreon.com/coffeehousecrime 
➤ Instagram: https://www.instagram.com/coffeehousecrime/
➤ Twitter: https://twitter.com/coffeehcrime
➤ Facebook: https://www.facebook.com/coffeehousecrime
➤ Animated Background by Featherwax Studio: https://featherwax.com

00:00 Intro
01:15 Denton, TX
02:55 Jackie Vandagriff
05:47 September 13th, 2016
07:50 A harrowing discovery
09:11 Charles Bryant 
10:22 Caitlin Mathis, and a disturbing history...
12:25 Recalling the night...
14:27 Aftermath
15:55 A Mountain of evidence...
20:04 Court proceedings
21:16 Remembering Jackie
22:47 Outro

DISCLAIMER: Great effort is made to ensure all materials in Coffeehouse Crime's videos fall within the guidelines of fair use. No copyright infringement is intended. If you are or represent the copyright owner of any materials accidentally used in this video and have an issue with its use, please contact me, and I will respond as soon as possible.",Dec,Coffeehouse Crime
31,The EVIL Mother Who Murdered for Money... | The Case of Sheena Bora,2022-12-20,1206037,47704,3046,"🌏Get Exclusive NordVPN deal here ➼ https://NordVPN.com/coffeehousecrime  -  It's risk-free with Nord's 30-day money-back guarantee! ✌ In August 2015, Indian officers arrested Indrani Mukerjea and her husband, Peter, over the disappearance and murder of her daughter, Sheena Bora. Despite solid confessions, the trial eventually fell through... So, who is responsible for Sheena's death? 

➤ Patreon: https://www.patreon.com/coffeehousecrime 
➤ Instagram: https://www.instagram.com/coffeehousecrime/
➤ Twitter: https://twitter.com/coffeehcrime
➤ Facebook: https://www.facebook.com/coffeehousecrime
➤ Animated Background by Featherwax Studio: https://featherwax.com

00:00 Intro
03:22 India
04:40 Sheena Bora & Indrani
07:02 Conditions and Complications...
10:25 Moving into adulthood
11:55 April 24th 2012...
14:45 Blowing the case open...
16:22 The alleged series of events
17:55 Complicated legal proceedings
20:10 Aftermath, thoughts
22:56 Outro

DISCLAIMER: Great effort is made to ensure all materials in Coffeehouse Crime's videos fall within the guidelines of fair use. No copyright infringement is intended. If you are or represent the copyright owner of any materials accidentally used in this video and have an issue with its use, please contact me, and I will respond as soon as possible.",Dec,Coffeehouse Crime
32,A Backpacker's worst nightmare... | The Slippery Case of Simone Strobel,2022-12-16,747636,32944,1984,"In February 2005,  the death of German backpacker Simone Strobel shocked the Australian community of Lismore. Thousands felt the despair in her boyfriend Tobias Suckfuell, but as the years passed, he found himself deeper in the spotlight...

➤ Patreon: https://www.patreon.com/coffeehousecrime 
➤ Instagram: https://www.instagram.com/coffeehousecrime/
➤ Twitter: https://twitter.com/coffeehcrime
➤ Facebook: https://www.facebook.com/coffeehousecrime
➤ Animated Background by Featherwax Studio: https://featherwax.com

00:00 Intro
00:56 Australia
02:06 Simone Strobel & Tobias Suckfuell
04:28 A Night out... (CCTV FOOTAGE)
07:05 Vanished, discovered.
09:36 The long investigation begins... (Interview)
11:33 Suspicions...
14:16 The years may pass, but we will never forget
18:03 What happens next...
20:30 Outro

DISCLAIMER: Great effort is made to ensure all materials in Coffeehouse Crime's videos fall within the guidelines of fair use. No copyright infringement is intended. If you are or represent the copyright owner of any materials accidentally used in this video and have an issue with its use, please contact me, and I will respond as soon as possible.",Dec,Coffeehouse Crime
33,The Onlyfans Model Who Became a Murderer... | The Case of Abigail White,2022-12-12,1459427,55454,7035,"Abigail white, also known as the ""Fake Barbie"" onlyfans model, hid her terrible behaviour away from the public eye - Coupling this with a turbulent relationship between her and her partner Bradley Lewis, led to grave consequences. 

➤ Patreon: https://www.patreon.com/coffeehousecrime 
➤ Instagram: https://www.instagram.com/coffeehousecrime/
➤ Twitter: https://twitter.com/coffeehcrime
➤ Facebook: https://www.facebook.com/coffeehousecrime
➤ Animated Background by Featherwax Studio: https://featherwax.com

00:00 Intro
01:22 Bristol, UK
02:55 Bradley Lewis & Abigail White
07:01 Abigail's social media 
08:24 VOICE NOTE
09:08 The cliff's edge
10:14 March 25th, 2021
12:06 Alarming discoveries
13:41 Recounting the night...
17:00 Psychological Evaluation
18:58 Legal proceedings
20:12 In Memory of Bradley Lewis
22:39 Outro

DISCLAIMER: Great effort is made to ensure all materials in Coffeehouse Crime's videos fall within the guidelines of fair use. No copyright infringement is intended. If you are or represent the copyright owner of any materials accidentally used in this video and have an issue with its use, please contact me, and I will respond as soon as possible.",Dec,Coffeehouse Crime
